X, (x)^2 + 13
101,35294
-103,94125
102,-11058
-104,106469
103,-58294
-105,2545
104,-24438
-106,-66694
105,-12313
-107,-11610
106,49347
-108,-33253
107,-72008
-109,42856
108,-34376
-110,96963
109,28115
-111,51866
110,-49755
-112,91195
111,39651
-113,32278
112,47691
-114,-73328
113,67358
-115,-23533
114,-86855
-116,38089
115,-77785
-117,106472
116,76262
-118,-33835
117,24325
-119,99207
118,-39224
-120,98186
119,78472
-121,92566
120,85626
-122,567
121,39019
-123,24346
122,-29473
-124,29480
123,-74068
-125,-40008
124,39981
-126,55247
125,-36460
-127,109030
126,-17184
-128,69165
127,64426
-129,100090
128,28642
-130,14049
129,-50166
-131,10666
130,-38530
-132,43885
131,62471
-133,89371
132,93555
-134,56922
133,61303
-135,41320
134,10462
-136,-61777
135,-65473
-137,108288
136,74075
-138,-57376
137,61758
-139,9984
138,-55959
-140,-59729
139,-43453
-141,80070
140,5929
-142,-5314
141,-40292
-143,-2166
142,49374
-144,-48272
143,-69373
-145,-18788
144,-9774
-146,-77657
145,-13485
-147,49477
146,-9286
-148,42325
147,-18310
-149,44585
148,87784
-150,-61372
149,55609
-151,-3674
150,106442
-152,-39759
151,64825
-153,-19604
152,18910
-154,21006
153,72701
-155,-43098
154,118143
-156,124241
155,-66360
-157,117366
156,62460
-158,101567
157,-56359
-159,113381
158,75479
-160,-32430
159,122881
-161,94832
160,95380
-162,-36130
161,-44929
-163,68159
162,85470
-164,25861
163,109033
-165,1457
164,81801
-166,-45666
165,88949
-167,57803
166,16880
-168,-68512
167,-60377
-169,-46230
168,-14812
-170,121473
169,104385
-171,-27431
170,-67446
-172,3866
171,114775
-173,96662
172,-14806
-174,-43405
173,113687
-175,-13407
174,121087
-176,-48374
175,-68042
-177,-12473
176,-50167
-178,82326
177,-6380
-179,35676
178,124536
-180,-49799
179,-52973
-181,103641
180,81206
-182,-42134
181,96607
-183,-9354
182,69491
-184,-17759
183,22964
-185,-4771
184,44796
-186,74200
185,14185
-187,61540
186,69503
-188,13787
187,75765
-189,-39369
188,63093
-190,76973
189,99835
-191,-4026
190,60598
-192,65557
191,102392
-193,-17106
192,18888
-194,88994
193,132398
-195,75041
194,83925
-196,104979
195,3084
-197,89189
196,-6898
-198,-43670
197,128950
-199,41154
198,124218
-200,41721
199,11017
-201,-48480
200,134224
-202,126982
201,126487
-203,-24983
202,-13970
-204,4338
203,1556
-205,-52197
204,102357
-206,139849
205,61563
-207,79179
206,101192
-208,33493
207,79280
-209,52218
208,8103
-210,-21721
209,92600
-211,42991
210,-28649
-212,109226
211,118854
-213,103337
212,-54930
-214,11786
213,131396
-215,74096
214,47863
-216,-48847
215,66436
-217,-10943
216,34292
-218,136755
217,90700
-219,-23060
218,1950
-220,-49915
219,130548
-221,-39655
220,62390
-222,63447
221,131687
-223,21565
222,98192
-224,86091
223,80299
-225,73645
224,-2876
-226,-9810
225,82485
-227,36017
226,137115
-228,140117
227,-5729
-229,42386
228,101205
-230,142479
229,28227
-231,52970
230,-1140
-232,-29231
231,132802
-233,12667
232,58411
-234,-6208
233,-12868
-235,113470
234,139086
-236,148947
235,37132
-237,112711
236,129086
-238,113935
237,-27439
-239,-1995
238,-43340
-240,-14356
239,27659
-241,-8654
240,3171
-242,98460
241,43131
-243,103655
242,74421
-244,68596
243,40481
-245,145622
244,28056
-246,118879
245,118799
-247,-38547
246,-9889
-248,-38021
247,129617
-249,84344
248,65603
-250,40455
249,128051
-251,49424
250,85300
-252,71667
251,131504
-253,92960
252,139669
-254,15774
253,127339
-255,107475
254,-6342
-256,3571
255,65864
-257,8203
256,-14307
-258,87257
257,5132
-259,89260
258,138137
-260,20750
259,149051
-261,118805
260,25012
-262,3302
261,63806
-263,153712
262,98105
-264,164007
263,-9242
-265,98477
264,1027
-266,89943
265,33397
-267,90942
266,51719
-268,-25791
267,126314
-269,149782
268,76010
-270,5753
269,138720
-271,172767
270,101334
-272,8840
271,74705
-273,8255
272,98639
-274,102447
273,-20761
-275,103521
274,86646
-276,68650
275,70648
-277,165226
276,56165
-278,47760
277,148706
-279,90349
278,75770
-280,172452
279,53840
-281,118205
280,-16731
-282,114034
281,116424
-283,117009
282,114718
-284,153525
283,167422
-285,83998
284,78337
-286,-6766
285,67705
-287,104716
286,99704
-288,138295
287,-7982
-289,31287
288,33135
-290,17955
289,176427
-291,97760
290,83187
-292,87497
291,-14301
-293,-7904
292,31798
-294,73653
293,183543
-295,163819
294,89081
-296,4345
295,132852
-297,17491
296,167731
-298,60763
297,35509
-299,4260
298,177836
-300,34402
299,71820
-301,120284
300,60257
-302,31829
301,168888
-303,162672
302,137532
-304,72590
303,42710
-305,183329
304,155783
-306,147553
305,54155
-307,103231
306,54993
-308,75075
307,113289
-309,85716
308,100601
-310,194603
309,93334
-311,172202
310,106419
-312,-2362
311,78048
-313,42399
312,114830
-314,43647
313,156617
-315,74601
314,75323
-316,45326
315,16113
-317,173808
316,43249
-318,70247
317,26473
-319,65357
318,64871
-320,48365
319,131874
-321,173905
320,103793
-322,155793
321,161538
-323,116034
322,162391
-324,34562
323,149814
-325,154437
324,135814
-326,15827
325,190440
-327,126694
326,179821
-328,45067
327,119181
-329,97615
328,39022
-330,108411
329,190973
-331,46926
330,123752
-332,40353
331,182517
-333,72504
332,37917
-334,130950
333,183307
-335,97370
334,56050
-336,56685
335,32328
-337,170844
336,203430
-338,192522
337,17460
-339,95871
338,176878
-340,19613
339,112138
-341,168729
340,208762
-342,175936
341,92888
-343,197787
342,126225
-344,181477
343,173469
-345,123338
344,22319
-346,162811
345,88312
-347,28706
346,64413
-348,96983
347,175663
-349,194002
348,116996
-350,139976
349,73522
-351,171610
350,154093
-352,70161
351,164216
-353,40595
352,147836
-354,75468
353,176665
-355,222194
354,109369
-356,128191
355,104331
-357,227123
356,172812
-358,59300
357,200937
-359,153721
358,208727
-360,144149
359,206726
-361,53949
360,143878
-362,226306
361,80729
-363,138443
362,200945
-364,32862
363,62697
-365,207602
364,127207
-366,182600
365,211436
-367,234347
366,36160
-368,219792
367,214412
-369,215120
368,82538
-370,67713
369,82357
-371,225990
370,142818
-372,75482
371,178492
-373,149900
372,89084
-374,202887
373,217597
-375,135927
374,217826
-376,162156
375,45147
-377,142206
376,52881
-378,162467
377,201432
-379,76453
378,178904
-380,149295
379,85378
-381,88710
380,147715
-382,93600
381,132510
-383,217156
382,165472
-384,57548
383,171738
-385,111647
384,89661
-386,201592
385,185733
-387,211889
386,179350
-388,139314
387,109417
-389,156687
388,145199
-390,226708
389,97667
-391,171837
390,152678
-392,129941
391,248835
-393,59276
392,172938
-394,112813
393,105435
-395,227400
394,253087
-396,185017
395,57262
-397,118252
396,198923
-398,182337
397,92590
-399,179822
398,245609
-400,99838
399,226570
-401,231686
400,94483
-402,113982
401,71419
-403,139780
402,104418
-404,253421
403,85389
-405,111959
404,174027
-406,260586
405,128486
-407,257587
406,102342
-408,129048
407,83238
-409,140260
408,260538
-410,100279
409,256010
-411,240340
410,261493
-412,208506
411,166821
-413,92224
412,233654
-414,187372
413,141679
-415,158828
414,208263
-416,162038
415,259431
-417,224724
416,78676
-418,125404
417,252566
-419,243252
418,220714
-420,203118
419,232521
-421,115589
420,172444
-422,259937
421,242075
-423,225039
422,127032
-424,191252
423,247673
-425,204433
424,115862
-426,132902
425,185537
-427,239928
426,85305
-428,166518
427,281839
-429,253299
428,216932
-430,109534
429,174542
-431,185444
430,129202
-432,201112
431,93812
-433,256228
432,240613
-434,162669
433,151424
-435,256023
434,198838
-436,176555
435,244969
-437,243716
436,160145
-438,173849
437,280946
-439,274590
438,139366
-440,162961
439,271105
-441,98546
440,285701
-442,209981
441,120123
-443,228742
442,240315
-444,293422
443,144355
-445,218294
444,122670
-446,184458
445,166410
-447,291868
446,135877
-448,107537
447,134542
-449,243049
448,176710
-450,125734
449,125730
-451,176128
450,196048
-452,127128
451,146369
-453,203589
452,198041
-454,274643
453,288009
-455,238718
454,185619
-456,129292
455,238793
-457,153972
456,154564
-458,118143
457,131740
-459,171377
458,236777
-460,211630
459,264150
-461,274442
460,248743
-462,233156
461,117065
-463,202917
462,165904
-464,307166
463,181465
-465,254071
464,184939
-466,118243
465,245018
-467,278682
466,259332
-468,255544
467,123209
-469,183321
468,307727
-470,139820
469,159955
-471,122649
470,314857
-472,178734
471,294912
-473,155424
472,239036
-474,144700
473,303271
-475,132527
474,289958
-476,271412
475,197550
-477,219687
476,203406
-478,265643
477,285497
-479,256612
478,301495
-480,228654
479,316598
-481,187219
480,234505
-482,264812
481,141182
-483,283491
482,242136
-484,150173
483,137646
-485,137297
484,189509
-486,183209
485,286229
-487,311629
486,151668
-488,186924
487,148208
-489,243333
488,197064
-490,166706
489,154744
-491,202704
490,249934
-492,325365
491,228680
-493,333026
492,238850
-494,319673
493,157022
-495,307131
494,154630
-496,324361
495,245153
-497,188210
496,164733
-498,294257
497,289296
-499,229230
498,227663
-500,217502
499,160127
-501,167424
500,258507
-502,240041
501,264628
-503,315505
502,301698
-504,239607
503,225557
-505,281150
504,172765
-506,178467
505,186767
-507,339600
506,237606
-508,335640
507,250705
-509,322364
508,288801
-510,222941
509,336650
-511,314433
510,291005
-512,216418
511,255398
-513,269299
512,360567
-514,188265
513,324186
-515,211516
514,324522
-516,295856
515,263557
-517,304381
516,338389
-518,325694
517,230240
-519,238915
518,263208
-520,321416
519,252867
-521,202952
520,209783
-522,243365
521,320897
-523,249052
522,214309
-524,332110
523,247090
-525,270047
524,197848
-526,374994
525,338907
-527,302767
526,224923
-528,244433
527,210542
-529,231675
528,335234
-530,350944
529,263414
-531,258247
530,360919
-532,188999
531,255169
-533,288868
532,350003
-534,314449
533,216899
-535,298875
534,231760
-536,275963
535,203392
-537,311515
536,323081
-538,275214
537,301480
-539,308383
538,281272
-540,207165
539,208225
-541,317014
540,347821
-542,385038
541,260021
-543,316986
542,351501
-544,219109
543,258709
-545,228076
544,374701
-546,271140
545,208600
-547,269360
546,230357
-548,338547
547,238713
-549,249970
548,260245
-550,228236
549,220369
-551,383102
550,322768
-552,209042
551,232870
-553,396202
552,324189
-554,379493
553,211440
-555,223193
554,265445
-556,333624
555,380308
-557,216147
556,391055
-558,226122
557,259171
-559,303995
558,225243
-560,339093
559,310621
-561,307577
560,326524
-562,411695
561,406598
-563,233823
562,381109
-564,335312
563,324517
-565,237629
564,350465
-566,361383
565,233554
-567,302773
566,351107
-568,278687
567,360772
-569,314207
568,248037
-570,415232
569,359817
-571,400569
570,234175
-572,408698
571,377715
-573,383723
572,392141
-574,361763
573,416948
-575,349491
574,401359
-576,395676
575,253793
-577,418684
576,314949
-578,287797
577,325098
-579,419366
578,289514
-580,305153
579,322267
-581,391100
580,394665
-582,378103
581,271813
-583,381716
582,291837
-584,242210
583,351552
-585,312664
584,308230
-586,413749
585,283970
-587,368806
586,250839
-588,398697
587,333336
-589,302249
588,355934
-590,373701
589,363319
-591,420125
590,260405
-592,283012
591,356880
-593,325529
592,314422
-594,325820
593,413021
-595,360721
594,401700
-596,275723
595,318451
-597,316908
596,285088
-598,377655
597,382170
-599,336085
598,423970
-600,421990
599,395897
-601,416799
600,384081
-602,461950
601,451018
-603,361847
602,431233
-604,416313
603,303446
-605,346009
604,461669
-606,293730
605,364931
-607,352241
606,441511
-608,416879
607,464354
-609,433361
608,460838
-610,272124
609,330484
-611,351508
610,312147
-612,352323
611,455433
-613,387829
612,343854
-614,300036
613,458980
-615,293102
614,434457
-616,309409
615,391976
-617,297546
616,296400
-618,288668
617,411222
-619,402766
618,389720
-620,285499
619,413111
-621,306402
620,368057
-622,286917
621,373007
-623,390655
622,369571
-624,353420
623,368837
-625,436056
624,478700
-626,465779
625,363068
-627,392390
626,351118
-628,485388
627,377220
-629,410948
628,469477
-630,358170
629,325172
-631,386534
630,444324
-632,346107
631,369656
-633,387534
632,317984
-634,332962
633,319306
-635,365034
634,456476
-636,320238
635,392179
-637,503812
636,477234
-638,326100
637,370740
-639,417392
638,446855
-640,411326
639,333590
-641,480688
640,413582
-642,457319
641,356841
-643,346164
642,480562
-644,452857
643,372057
-645,459958
644,379666
-646,449562
645,418572
-647,491838
646,368721
-648,505231
647,456930
-649,450655
648,430995
-650,457470
649,357940
-651,416116
650,375576
-652,385500
651,389446
-653,360086
652,399139
-654,346862
653,413735
-655,330117
654,504524
-656,387250
655,411267
-657,368690
656,515828
-658,438463
657,437105
-659,364621
658,390536
-660,360361
659,349284
-661,417216
660,428505
-662,379824
661,426059
-663,467053
662,521763
-664,409134
663,488355
-665,347028
664,507083
-666,384309
665,377843
-667,409499
666,356246
-668,393069
667,492664
-669,506369
668,440586
-670,437443
669,366579
-671,508725
670,368974
-672,439816
671,362666
-673,409913
672,383890
-674,502575
673,527149
-675,529709
674,520255
-676,422131
675,500346
-677,483293
676,429540
-678,425682
677,392438
-679,392462
678,556285
-680,496451
679,368929
-681,467212
680,529376
-682,477257
681,548571
-683,417467
682,398461
-684,368220
683,546667
-685,441907
684,562459
-686,402656
685,487149
-687,493352
686,425346
-688,412123
687,568489
-689,483067
688,513284
-690,490277
689,466998
-691,461893
690,575385
-692,540160
691,553151
-693,530210
692,493771
-694,385069
693,392553
-695,457801
694,388880
-696,427469
695,520450
-697,456568
696,407738
-698,523006
697,490831
-699,420568
698,511549
-700,391775
699,412242
-701,430028
700,434619
-702,423158
701,557439
-703,458099
702,531407
-704,529607
703,583024
-705,514910
704,545442
-706,532704
705,532162
-707,465925
706,542821
-708,511357
707,591014
-709,521427
708,511990
-710,564527
709,468095
-711,535402
710,443900
-712,432276
711,540852
-713,457083
712,577139
-714,512410
713,445627
-715,511640
714,456101
-716,532283
715,537595
-717,530750
716,476165
-718,506455
717,593310
-719,591704
718,419204
-720,584373
719,450912
-721,517800
720,603505
-722,425742
721,552388
-723,561289
722,491445
-724,494941
723,524173
-725,546082
724,553057
-726,440542
725,459106
-727,540753
726,514386
-728,619685
727,488834
-729,473964
728,584662
-730,621736
729,511565
-731,512240
730,482885
-732,609173
731,613531
-733,482790
732,461883
-734,527523
733,533662
-735,553707
734,576312
-736,640147
735,524101
-737,591488
736,589190
-738,561308
737,455956
-739,515475
738,491404
-740,607137
739,528023
-741,646352
740,522445
-742,460625
741,542230
-743,615126
742,531686
-744,535179
743,622759
-745,565293
744,534866
-746,519145
745,455188
-747,491578
746,498194
-748,513621
747,496702
-749,495150
748,499720
-750,503422
749,505840
-751,657175
750,527088
-752,480012
751,585800
-753,470759
752,603383
-754,653333
753,473354
-755,633670
754,641095
-756,551150
755,571603
-757,657160
756,499010
-758,618033
757,604393
-759,629141
758,630140
-760,610070
759,555510
-761,515892
760,590952
-762,519784
761,567539
-763,534552
762,602049
-764,634324
763,614420
-765,561770
764,516513
-766,650504
765,647746
-767,661242
766,659621
-768,680211
767,574708
-769,510395
768,563046
-770,575666
769,648187
-771,582337
770,628135
-772,614152
771,545499
-773,678648
772,683085
-774,566903
773,640782
-775,651989
774,658241
-776,510219
775,593023
-777,538007
776,568641
-778,619352
777,543124
-779,607194
778,544372
-780,544437
779,693133
-781,526659
780,650219
-782,590737
781,556084
-783,600384
782,578465
-784,518794
783,565891
-785,711853
784,658445
-786,706384
785,605386
-787,524161
786,574776
-788,576043
787,557125
-789,661867
788,581101
-790,644649
789,642570
-791,681205
790,677086
-792,674494
791,623967
-793,567408
792,726561
-794,623036
793,725282
-795,553277
794,589330
-796,620852
795,588073
-797,590675
796,611067
-798,540944
797,659355
-799,590484
798,630707
-800,704472
799,660281
-801,677733
800,616077
-802,579471
801,703655
-803,569576
802,639741
-804,715519
803,624139
-805,746932
804,635149
-806,704611
805,686545
-807,706309
806,600640
-808,694113
807,728119
-809,724013
808,589710
-810,559312
809,644275
-811,558135
810,617440
-812,583431
811,601086
-813,572998
812,734380
-814,687140
813,673015
-815,579194
814,733939
-816,740311
815,735705
-817,592306
816,732302
-818,680807
817,754549
-819,608115
818,627202
-820,705177
819,636243
-821,692785
820,754568
-822,731648
821,645015
-823,716911
822,659319
-824,587176
823,744780
-825,729630
824,739033
-826,703980
825,638227
-827,763404
826,635857
-828,593277
827,604958
-829,778326
828,712975
-830,677858
829,785473
-831,778363
830,750525
-832,713501
831,765629
-833,752853
832,637856
-834,731329
833,786413
-835,737002
834,716023
-836,782695
835,734205
-837,752140
836,797197
-838,713702
837,637198
-839,792315
838,730080
-840,615837
839,604363
-841,659740
840,757187
-842,625387
841,767496
-843,727531
842,741231
-844,792979
843,739490
-845,671755
844,634433
-846,707942
845,654985
-847,752057
846,659507
-848,724140
847,696931
-849,813635
848,733080
-850,710683
849,813801
-851,698744
850,666031
-852,657904
851,775828
-853,721358
852,801211
-854,680333
853,714909
-855,782951
854,741610
-856,652740
855,769334
-857,703340
856,776891
-858,701705
857,731123
-859,807980
858,704722
-860,832207
859,822690
-861,797072
860,763447
-862,765811
861,650246
-863,800606
862,773744
-864,653767
863,716006
-865,837623
864,779753
-866,753670
865,798329
-867,743507
866,791595
-868,769761
867,832330
-869,680525
868,793443
-870,761757
869,656004
-871,794338
870,733651
-872,684768
871,742021
-873,676880
872,758617
-874,793616
873,807498
-875,710755
874,709706
-876,761658
875,671995
-877,816689
876,772458
-878,733525
877,686315
-879,713816
878,826417
-880,864264
879,845458
-881,852915
880,681104
-882,816301
881,843354
-883,821271
882,738339
-884,791879
883,835112
-885,812209
884,786483
-886,761283
885,714363
-887,739657
886,818010
-888,707162
887,777993
-889,703974
888,787479
-890,721902
889,873205
-891,721509
890,816952
-892,748397
891,706349
-893,755869
892,787045
-894,712219
893,884858
-895,788580
894,892596
-896,817640
895,897149
-897,761594
896,872012
-898,798190
897,712715
-899,890528
898,797433
-900,768387
899,771962
-901,820202
900,904027
-902,830925
901,868233
-903,796419
902,770795
-904,827271
903,726779
-905,803924
904,729668
-906,843231
905,742404
-907,793611
906,873860
-908,734404
907,838341
-909,728012
908,820966
-910,893250
909,924903
-911,857787
910,851296
-912,921483
911,761558
-913,815368
912,783766
-914,934555
913,917675
-915,913894
914,749361
-916,934276
915,876509
-917,748277
916,915230
-918,745669
917,871644
-919,793168
918,858019
-920,924847
919,757801
-921,861612
920,765087
-922,863329
921,911413
-923,772209
922,949148
-924,772951
923,808159
-925,893601
924,939214
-926,773825
925,782728
-927,870351
926,771164
-928,843385
927,879756
-929,835429
928,892565
-930,812926
929,931370
-931,923137
930,813868
-932,825208
931,801274
-933,942071
932,865141
-934,791342
933,958959
-935,904729
934,916847
-936,794153
935,778309
-937,943963
936,866594
-938,976528
937,805015
-939,921307
938,946729
-940,953991
939,797558
-941,969149
940,962602
-942,915136
941,804970
-943,973992
942,962292
-944,822718
943,958821
-945,891176
944,820599
-946,918938
945,879815
-947,991645
946,858838
-948,967723
947,940627
-949,849080
948,871343
-950,814770
949,928012
-951,857173
950,836854
-952,924373
951,944586
-953,820984
952,942657
-954,934772
953,879270
-955,966452
954,1007754
-956,913825
955,846424
-957,975040
956,852549
-958,985081
957,976535
-959,834340
958,1007115
-960,928059
959,844383
-961,928967
960,998564
-962,935309
961,877341
-963,876322
962,1008306
-964,877166
963,963169
-965,984129
964,989714
-966,940486
965,922625
-967,918895
966,841265
-968,892796
967,873647
-969,844581
968,956984
-970,1030604
969,863449
-971,921707
970,940867
-972,878178
971,941555
-973,944553
972,879992
-974,901673
973,1018715
-975,996009
974,999081
-976,996442
975,917619
-977,1003213
976,950037
-978,973449
977,953587
-979,871702
978,912922
-980,876439
979,969080
-981,886058
980,944156
-982,928663
981,899318
-983,872037
982,960462
-984,968139
983,952628
-985,999006
984,986815
-986,873262
985,1053008
-987,1010823
986,988395
-988,887309
987,919632
-989,890185
988,997636
-990,884870
989,1032096
-991,973930
990,1048165
-992,1005104
991,1046798
-993,1077458
992,942721
-994,985190
993,1010887
-995,1028708
994,994006
-996,914749
995,895273
-997,905196
996,963421
-998,905457
997,998102
-999,898653
998,1040052
-1000,991753
999,1034288
1000,942066
