X, (x)^2 + 13
-102,10417
101,10214
-103,10622
102,10417
-104,10829
103,10622
-105,11038
104,10829
-106,11249
105,11038
-107,11462
106,11249
-108,11677
107,11462
-109,11894
108,11677
-110,12113
109,11894
-111,12334
110,12113
-112,12557
111,12334
-113,12782
112,12557
-114,13009
113,12782
-115,13238
114,13009
-116,13469
115,13238
-117,13702
116,13469
-118,13937
117,13702
-119,14174
118,13937
-120,14413
119,14174
-121,14654
120,14413
-122,14897
121,14654
-123,15142
122,14897
-124,15389
123,15142
-125,15638
124,15389
-126,15889
125,15638
-127,16142
126,15889
-128,16397
127,16142
-129,16654
128,16397
-130,16913
129,16654
-131,17174
130,16913
-132,17437
131,17174
-133,17702
132,17437
-134,17969
133,17702
-135,18238
134,17969
-136,18509
135,18238
-137,18782
136,18509
-138,19057
137,18782
-139,19334
138,19057
-140,19613
139,19334
-141,19894
140,19613
-142,20177
141,19894
-143,20462
142,20177
-144,20749
143,20462
-145,21038
144,20749
-146,21329
145,21038
-147,21622
146,21329
-148,21917
147,21622
-149,22214
148,21917
-150,22513
149,22214
-151,22814
150,22513
-152,23117
151,22814
-153,23422
152,23117
-154,23729
153,23422
-155,24038
154,23729
-156,24349
155,24038
-157,24662
156,24349
-158,24977
157,24662
-159,25294
158,24977
-160,25613
159,25294
-161,25934
160,25613
-162,26257
161,25934
-163,26582
162,26257
-164,26909
163,26582
-165,27238
164,26909
-166,27569
165,27238
-167,27902
166,27569
-168,28237
167,27902
-169,28574
168,28237
-170,28913
169,28574
-171,29254
170,28913
-172,29597
171,29254
-173,29942
172,29597
-174,30289
173,29942
-175,30638
174,30289
-176,30989
175,30638
-177,31342
176,30989
-178,31697
177,31342
-179,32054
178,31697
-180,32413
179,32054
-181,32774
180,32413
-182,33137
181,32774
-183,33502
182,33137
-184,33869
183,33502
-185,34238
184,33869
-186,34609
185,34238
-187,34982
186,34609
-188,35357
187,34982
-189,35734
188,35357
-190,36113
189,35734
-191,36494
190,36113
-192,36877
191,36494
-193,37262
192,36877
-194,37649
193,37262
-195,38038
194,37649
-196,38429
195,38038
-197,38822
196,38429
-198,39217
197,38822
-199,39614
198,39217
-200,40013
199,39614
-201,40414
200,40013
-202,40817
201,40414
-203,41222
202,40817
-204,41629
203,41222
-205,42038
204,41629
-206,42449
205,42038
-207,42862
206,42449
-208,43277
207,42862
-209,43694
208,43277
-210,44113
209,43694
-211,44534
210,44113
-212,44957
211,44534
-213,45382
212,44957
-214,45809
213,45382
-215,46238
214,45809
-216,46669
215,46238
-217,47102
216,46669
-218,47537
217,47102
-219,47974
218,47537
-220,48413
219,47974
-221,48854
220,48413
-222,49297
221,48854
-223,49742
222,49297
-224,50189
223,49742
-225,50638
224,50189
-226,51089
225,50638
-227,51542
226,51089
-228,51997
227,51542
-229,52454
228,51997
-230,52913
229,52454
-231,53374
230,52913
-232,53837
231,53374
-233,54302
232,53837
-234,54769
233,54302
-235,55238
234,54769
-236,55709
235,55238
-237,56182
236,55709
-238,56657
237,56182
-239,57134
238,56657
-240,57613
239,57134
-241,58094
240,57613
-242,58577
241,58094
-243,59062
242,58577
-244,59549
243,59062
-245,60038
244,59549
-246,60529
245,60038
-247,61022
246,60529
-248,61517
247,61022
-249,62014
248,61517
-250,62513
249,62014
-251,63014
250,62513
-252,63517
251,63014
-253,64022
252,63517
-254,64529
253,64022
-255,65038
254,64529
-256,65549
255,65038
-257,66062
256,65549
-258,66577
257,66062
-259,67094
258,66577
-260,67613
259,67094
-261,68134
260,67613
-262,68657
261,68134
-263,69182
262,68657
-264,69709
263,69182
-265,70238
264,69709
-266,70769
265,70238
-267,71302
266,70769
-268,71837
267,71302
-269,72374
268,71837
-270,72913
269,72374
-271,73454
270,72913
-272,73997
271,73454
-273,74542
272,73997
-274,75089
273,74542
-275,75638
274,75089
-276,76189
275,75638
-277,76742
276,76189
-278,77297
277,76742
-279,77854
278,77297
-280,78413
279,77854
-281,78974
280,78413
-282,79537
281,78974
-283,80102
282,79537
-284,80669
283,80102
-285,81238
284,80669
-286,81809
285,81238
-287,82382
286,81809
-288,82957
287,82382
-289,83534
288,82957
-290,84113
289,83534
-291,84694
290,84113
-292,85277
291,84694
-293,85862
292,85277
-294,86449
293,85862
-295,87038
294,86449
-296,87629
295,87038
-297,88222
296,87629
-298,88817
297,88222
-299,89414
298,88817
-300,90013
299,89414
-301,90614
300,90013
-302,91217
301,90614
-303,91822
302,91217
-304,92429
303,91822
-305,93038
304,92429
-306,93649
305,93038
-307,94262
306,93649
-308,94877
307,94262
-309,95494
308,94877
-310,96113
309,95494
-311,96734
310,96113
-312,97357
311,96734
-313,97982
312,97357
-314,98609
313,97982
-315,99238
314,98609
-316,99869
315,99238
-317,100502
316,99869
-318,101137
317,100502
-319,101774
318,101137
-320,102413
319,101774
-321,103054
320,102413
-322,103697
321,103054
-323,104342
322,103697
-324,104989
323,104342
-325,105638
324,104989
-326,106289
325,105638
-327,106942
326,106289
-328,107597
327,106942
-329,108254
328,107597
-330,108913
329,108254
-331,109574
330,108913
-332,110237
331,109574
-333,110902
332,110237
-334,111569
333,110902
-335,112238
334,111569
-336,112909
335,112238
-337,113582
336,112909
-338,114257
337,113582
-339,114934
338,114257
-340,115613
339,114934
-341,116294
340,115613
-342,116977
341,116294
-343,117662
342,116977
-344,118349
343,117662
-345,119038
344,118349
-346,119729
345,119038
-347,120422
346,119729
-348,121117
347,120422
-349,121814
348,121117
-350,122513
349,121814
-351,123214
350,122513
-352,123917
351,123214
-353,124622
352,123917
-354,125329
353,124622
-355,126038
354,125329
-356,126749
355,126038
-357,127462
356,126749
-358,128177
357,127462
-359,128894
358,128177
-360,129613
359,128894
-361,130334
360,129613
-362,131057
361,130334
-363,131782
362,131057
-364,132509
363,131782
-365,133238
364,132509
-366,133969
365,133238
-367,134702
366,133969
-368,135437
367,134702
-369,136174
368,135437
-370,136913
369,136174
-371,137654
370,136913
-372,138397
371,137654
-373,139142
372,138397
-374,139889
373,139142
-375,140638
374,139889
-376,141389
375,140638
-377,142142
376,141389
-378,142897
377,142142
-379,143654
378,142897
-380,144413
379,143654
-381,145174
380,144413
-382,145937
381,145174
-383,146702
382,145937
-384,147469
383,146702
-385,148238
384,147469
-386,149009
385,148238
-387,149782
386,149009
-388,150557
387,149782
-389,151334
388,150557
-390,152113
389,151334
-391,152894
390,152113
-392,153677
391,152894
-393,154462
392,153677
-394,155249
393,154462
-395,156038
394,155249
-396,156829
395,156038
-397,157622
396,156829
-398,158417
397,157622
-399,159214
398,158417
-400,160013
399,159214
-401,160814
400,160013
-402,161617
401,160814
-403,162422
402,161617
-404,163229
403,162422
-405,164038
404,163229
-406,164849
405,164038
-407,165662
406,164849
-408,166477
407,165662
-409,167294
408,166477
-410,168113
409,167294
-411,168934
410,168113
-412,169757
411,168934
-413,170582
412,169757
-414,171409
413,170582
-415,172238
414,171409
-416,173069
415,172238
-417,173902
416,173069
-418,174737
417,173902
-419,175574
418,174737
-420,176413
419,175574
-421,177254
420,176413
-422,178097
421,177254
-423,178942
422,178097
-424,179789
423,178942
-425,180638
424,179789
-426,181489
425,180638
-427,182342
426,181489
-428,183197
427,182342
-429,184054
428,183197
-430,184913
429,184054
-431,185774
430,184913
-432,186637
431,185774
-433,187502
432,186637
-434,188369
433,187502
-435,189238
434,188369
-436,190109
435,189238
-437,190982
436,190109
-438,191857
437,190982
-439,192734
438,191857
-440,193613
439,192734
-441,194494
440,193613
-442,195377
441,194494
-443,196262
442,195377
-444,197149
443,196262
-445,198038
444,197149
-446,198929
445,198038
-447,199822
446,198929
-448,200717
447,199822
-449,201614
448,200717
-450,202513
449,201614
-451,203414
450,202513
-452,204317
451,203414
-453,205222
452,204317
-454,206129
453,205222
-455,207038
454,206129
-456,207949
455,207038
-457,208862
456,207949
-458,209777
457,208862
-459,210694
458,209777
-460,211613
459,210694
-461,212534
460,211613
-462,213457
461,212534
-463,214382
462,213457
-464,215309
463,214382
-465,216238
464,215309
-466,217169
465,216238
-467,218102
466,217169
-468,219037
467,218102
-469,219974
468,219037
-470,220913
469,219974
-471,221854
470,220913
-472,222797
471,221854
-473,223742
472,222797
-474,224689
473,223742
-475,225638
474,224689
-476,226589
475,225638
-477,227542
476,226589
-478,228497
477,227542
-479,229454
478,228497
-480,230413
479,229454
-481,231374
480,230413
-482,232337
481,231374
-483,233302
482,232337
-484,234269
483,233302
-485,235238
484,234269
-486,236209
485,235238
-487,237182
486,236209
-488,238157
487,237182
-489,239134
488,238157
-490,240113
489,239134
-491,241094
490,240113
-492,242077
491,241094
-493,243062
492,242077
-494,244049
493,243062
-495,245038
494,244049
-496,246029
495,245038
-497,247022
496,246029
-498,248017
497,247022
-499,249014
498,248017
-500,250013
499,249014
-501,251014
500,250013
-502,252017
501,251014
-503,253022
502,252017
-504,254029
503,253022
-505,255038
504,254029
-506,256049
505,255038
-507,257062
506,256049
-508,258077
507,257062
-509,259094
508,258077
-510,260113
509,259094
-511,261134
510,260113
-512,262157
511,261134
-513,263182
512,262157
-514,264209
513,263182
-515,265238
514,264209
-516,266269
515,265238
-517,267302
516,266269
-518,268337
517,267302
-519,269374
518,268337
-520,270413
519,269374
-521,271454
520,270413
-522,272497
521,271454
-523,273542
522,272497
-524,274589
523,273542
-525,275638
524,274589
-526,276689
525,275638
-527,277742
526,276689
-528,278797
527,277742
-529,279854
528,278797
-530,280913
529,279854
-531,281974
530,280913
-532,283037
531,281974
-533,284102
532,283037
-534,285169
533,284102
-535,286238
534,285169
-536,287309
535,286238
-537,288382
536,287309
-538,289457
537,288382
-539,290534
538,289457
-540,291613
539,290534
-541,292694
540,291613
-542,293777
541,292694
-543,294862
542,293777
-544,295949
543,294862
-545,297038
544,295949
-546,298129
545,297038
-547,299222
546,298129
-548,300317
547,299222
-549,301414
548,300317
-550,302513
549,301414
-551,303614
550,302513
-552,304717
551,303614
-553,305822
552,304717
-554,306929
553,305822
-555,308038
554,306929
-556,309149
555,308038
-557,310262
556,309149
-558,311377
557,310262
-559,312494
558,311377
-560,313613
559,312494
-561,314734
560,313613
-562,315857
561,314734
-563,316982
562,315857
-564,318109
563,316982
-565,319238
564,318109
-566,320369
565,319238
-567,321502
566,320369
-568,322637
567,321502
-569,323774
568,322637
-570,324913
569,323774
-571,326054
570,324913
-572,327197
571,326054
-573,328342
572,327197
-574,329489
573,328342
-575,330638
574,329489
-576,331789
575,330638
-577,332942
576,331789
-578,334097
577,332942
-579,335254
578,334097
-580,336413
579,335254
-581,337574
580,336413
-582,338737
581,337574
-583,339902
582,338737
-584,341069
583,339902
-585,342238
584,341069
-586,343409
585,342238
-587,344582
586,343409
-588,345757
587,344582
-589,346934
588,345757
-590,348113
589,346934
-591,349294
590,348113
-592,350477
591,349294
-593,351662
592,350477
-594,352849
593,351662
-595,354038
594,352849
-596,355229
595,354038
-597,356422
596,355229
-598,357617
597,356422
-599,358814
598,357617
-600,360013
599,358814
-601,361214
600,360013
-602,362417
601,361214
-603,363622
602,362417
-604,364829
603,363622
-605,366038
604,364829
-606,367249
605,366038
-607,368462
606,367249
-608,369677
607,368462
-609,370894
608,369677
-610,372113
609,370894
-611,373334
610,372113
-612,374557
611,373334
-613,375782
612,374557
-614,377009
613,375782
-615,378238
614,377009
-616,379469
615,378238
-617,380702
616,379469
-618,381937
617,380702
-619,383174
618,381937
-620,384413
619,383174
-621,385654
620,384413
-622,386897
621,385654
-623,388142
622,386897
-624,389389
623,388142
-625,390638
624,389389
-626,391889
625,390638
-627,393142
626,391889
-628,394397
627,393142
-629,395654
628,394397
-630,396913
629,395654
-631,398174
630,396913
-632,399437
631,398174
-633,400702
632,399437
-634,401969
633,400702
-635,403238
634,401969
-636,404509
635,403238
-637,405782
636,404509
-638,407057
637,405782
-639,408334
638,407057
-640,409613
639,408334
-641,410894
640,409613
-642,412177
641,410894
-643,413462
642,412177
-644,414749
643,413462
-645,416038
644,414749
-646,417329
645,416038
-647,418622
646,417329
-648,419917
647,418622
-649,421214
648,419917
-650,422513
649,421214
-651,423814
650,422513
-652,425117
651,423814
-653,426422
652,425117
-654,427729
653,426422
-655,429038
654,427729
-656,430349
655,429038
-657,431662
656,430349
-658,432977
657,431662
-659,434294
658,432977
-660,435613
659,434294
-661,436934
660,435613
-662,438257
661,436934
-663,439582
662,438257
-664,440909
663,439582
-665,442238
664,440909
-666,443569
665,442238
-667,444902
666,443569
-668,446237
667,444902
-669,447574
668,446237
-670,448913
669,447574
-671,450254
670,448913
-672,451597
671,450254
-673,452942
672,451597
-674,454289
673,452942
-675,455638
674,454289
-676,456989
675,455638
-677,458342
676,456989
-678,459697
677,458342
-679,461054
678,459697
-680,462413
679,461054
-681,463774
680,462413
-682,465137
681,463774
-683,466502
682,465137
-684,467869
683,466502
-685,469238
684,467869
-686,470609
685,469238
-687,471982
686,470609
-688,473357
687,471982
-689,474734
688,473357
-690,476113
689,474734
-691,477494
690,476113
-692,478877
691,477494
-693,480262
692,478877
-694,481649
693,480262
-695,483038
694,481649
-696,484429
695,483038
-697,485822
696,484429
-698,487217
697,485822
-699,488614
698,487217
-700,490013
699,488614
-701,491414
700,490013
-702,492817
701,491414
-703,494222
702,492817
-704,495629
703,494222
-705,497038
704,495629
-706,498449
705,497038
-707,499862
706,498449
-708,501277
707,499862
-709,502694
708,501277
-710,504113
709,502694
-711,505534
710,504113
-712,506957
711,505534
-713,508382
712,506957
-714,509809
713,508382
-715,511238
714,509809
-716,512669
715,511238
-717,514102
716,512669
-718,515537
717,514102
-719,516974
718,515537
-720,518413
719,516974
-721,519854
720,518413
-722,521297
721,519854
-723,522742
722,521297
-724,524189
723,522742
-725,525638
724,524189
-726,527089
725,525638
-727,528542
726,527089
-728,529997
727,528542
-729,531454
728,529997
-730,532913
729,531454
-731,534374
730,532913
-732,535837
731,534374
-733,537302
732,535837
-734,538769
733,537302
-735,540238
734,538769
-736,541709
735,540238
-737,543182
736,541709
-738,544657
737,543182
-739,546134
738,544657
-740,547613
739,546134
-741,549094
740,547613
-742,550577
741,549094
-743,552062
742,550577
-744,553549
743,552062
-745,555038
744,553549
-746,556529
745,555038
-747,558022
746,556529
-748,559517
747,558022
-749,561014
748,559517
-750,562513
749,561014
-751,564014
750,562513
-752,565517
751,564014
-753,567022
752,565517
-754,568529
753,567022
-755,570038
754,568529
-756,571549
755,570038
-757,573062
756,571549
-758,574577
757,573062
-759,576094
758,574577
-760,577613
759,576094
-761,579134
760,577613
-762,580657
761,579134
-763,582182
762,580657
-764,583709
763,582182
-765,585238
764,583709
-766,586769
765,585238
-767,588302
766,586769
-768,589837
767,588302
-769,591374
768,589837
-770,592913
769,591374
-771,594454
770,592913
-772,595997
771,594454
-773,597542
772,595997
-774,599089
773,597542
-775,600638
774,599089
-776,602189
775,600638
-777,603742
776,602189
-778,605297
777,603742
-779,606854
778,605297
-780,608413
779,606854
-781,609974
780,608413
-782,611537
781,609974
-783,613102
782,611537
-784,614669
783,613102
-785,616238
784,614669
-786,617809
785,616238
-787,619382
786,617809
-788,620957
787,619382
-789,622534
788,620957
-790,624113
789,622534
-791,625694
790,624113
-792,627277
791,625694
-793,628862
792,627277
-794,630449
793,628862
-795,632038
794,630449
-796,633629
795,632038
-797,635222
796,633629
-798,636817
797,635222
-799,638414
798,636817
-800,640013
799,638414
-801,641614
800,640013
-802,643217
801,641614
-803,644822
802,643217
-804,646429
803,644822
-805,648038
804,646429
-806,649649
805,648038
-807,651262
806,649649
-808,652877
807,651262
-809,654494
808,652877
-810,656113
809,654494
-811,657734
810,656113
-812,659357
811,657734
-813,660982
812,659357
-814,662609
813,660982
-815,664238
814,662609
-816,665869
815,664238
-817,667502
816,665869
-818,669137
817,667502
-819,670774
818,669137
-820,672413
819,670774
-821,674054
820,672413
-822,675697
821,674054
-823,677342
822,675697
-824,678989
823,677342
-825,680638
824,678989
-826,682289
825,680638
-827,683942
826,682289
-828,685597
827,683942
-829,687254
828,685597
-830,688913
829,687254
-831,690574
830,688913
-832,692237
831,690574
-833,693902
832,692237
-834,695569
833,693902
-835,697238
834,695569
-836,698909
835,697238
-837,700582
836,698909
-838,702257
837,700582
-839,703934
838,702257
-840,705613
839,703934
-841,707294
840,705613
-842,708977
841,707294
-843,710662
842,708977
-844,712349
843,710662
-845,714038
844,712349
-846,715729
845,714038
-847,717422
846,715729
-848,719117
847,717422
-849,720814
848,719117
-850,722513
849,720814
-851,724214
850,722513
-852,725917
851,724214
-853,727622
852,725917
-854,729329
853,727622
-855,731038
854,729329
-856,732749
855,731038
-857,734462
856,732749
-858,736177
857,734462
-859,737894
858,736177
-860,739613
859,737894
-861,741334
860,739613
-862,743057
861,741334
-863,744782
862,743057
-864,746509
863,744782
-865,748238
864,746509
-866,749969
865,748238
-867,751702
866,749969
-868,753437
867,751702
-869,755174
868,753437
-870,756913
869,755174
-871,758654
870,756913
-872,760397
871,758654
-873,762142
872,760397
-874,763889
873,762142
-875,765638
874,763889
-876,767389
875,765638
-877,769142
876,767389
-878,770897
877,769142
-879,772654
878,770897
-880,774413
879,772654
-881,776174
880,774413
-882,777937
881,776174
-883,779702
882,777937
-884,781469
883,779702
-885,783238
884,781469
-886,785009
885,783238
-887,786782
886,785009
-888,788557
887,786782
-889,790334
888,788557
-890,792113
889,790334
-891,793894
890,792113
-892,795677
891,793894
-893,797462
892,795677
-894,799249
893,797462
-895,801038
894,799249
-896,802829
895,801038
-897,804622
896,802829
-898,806417
897,804622
-899,808214
898,806417
-900,810013
899,808214
-901,811814
900,810013
-902,813617
901,811814
-903,815422
902,813617
-904,817229
903,815422
-905,819038
904,817229
-906,820849
905,819038
-907,822662
906,820849
-908,824477
907,822662
-909,826294
908,824477
-910,828113
909,826294
-911,829934
910,828113
-912,831757
911,829934
-913,833582
912,831757
-914,835409
913,833582
-915,837238
914,835409
-916,839069
915,837238
-917,840902
916,839069
-918,842737
917,840902
-919,844574
918,842737
-920,846413
919,844574
-921,848254
920,846413
-922,850097
921,848254
-923,851942
922,850097
-924,853789
923,851942
-925,855638
924,853789
-926,857489
925,855638
-927,859342
926,857489
-928,861197
927,859342
-929,863054
928,861197
-930,864913
929,863054
-931,866774
930,864913
-932,868637
931,866774
-933,870502
932,868637
-934,872369
933,870502
-935,874238
934,872369
-936,876109
935,874238
-937,877982
936,876109
-938,879857
937,877982
-939,881734
938,879857
-940,883613
939,881734
-941,885494
940,883613
-942,887377
941,885494
-943,889262
942,887377
-944,891149
943,889262
-945,893038
944,891149
-946,894929
945,893038
-947,896822
946,894929
-948,898717
947,896822
-949,900614
948,898717
-950,902513
949,900614
-951,904414
950,902513
-952,906317
951,904414
-953,908222
952,906317
-954,910129
953,908222
-955,912038
954,910129
-956,913949
955,912038
-957,915862
956,913949
-958,917777
957,915862
-959,919694
958,917777
-960,921613
959,919694
-961,923534
960,921613
-962,925457
961,923534
-963,927382
962,925457
-964,929309
963,927382
-965,931238
964,929309
-966,933169
965,931238
-967,935102
966,933169
-968,937037
967,935102
-969,938974
968,937037
-970,940913
969,938974
-971,942854
970,940913
-972,944797
971,942854
-973,946742
972,944797
-974,948689
973,946742
-975,950638
974,948689
-976,952589
975,950638
-977,954542
976,952589
-978,956497
977,954542
-979,958454
978,956497
-980,960413
979,958454
-981,962374
980,960413
-982,964337
981,962374
-983,966302
982,964337
-984,968269
983,966302
-985,970238
984,968269
-986,972209
985,970238
-987,974182
986,972209
-988,976157
987,974182
-989,978134
988,976157
-990,980113
989,978134
-991,982094
990,980113
-992,984077
991,982094
-993,986062
992,984077
-994,988049
993,986062
-995,990038
994,988049
-996,992029
995,990038
-997,994022
996,992029
-998,996017
997,994022
-999,998014
998,996017
-1000,1000013
999,998014
1000,1000013
